Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
House for sale,rue du Bois 16,"€ 469,000",4 bedrooms | 336 m² ,4 bedrooms,No,Semi equipped,Good,2900 m² ,No
Apartment block for sale,Nijverheidsstraat 128,"€ 469,000",5 bedrooms | 195 m² ,5 bedrooms,No,Semi equipped,Good,2900 m² ,No
Country house for sale,1755 — Gooik,"€ 495,000",4 bedrooms | 262 m² ,4 bedrooms,No,USA installed,Good,600 m² ,No
House for sale,Doggenlaan 12,"€ 499,000",4 bedrooms | 200 m² ,4 bedrooms,No,USA installed,As new,600 m² ,No
Country house for sale,Galgstraat 246,"€ 549,000",3 bedrooms | 386 m² ,3 bedrooms,No,Semi equipped,To be done up,600 m² ,No
Country house for sale,Galgstraat 246,"€ 549,000",3 bedrooms | 386 m² ,3 bedrooms,No,Semi equipped,To be done up,600 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Semi equipped,As new,600 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,600 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,600 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,600 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,600 m² ,Yes
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,600 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,600 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,600 m² ,Yes
Mixed-use building for sale,1420 — Braine-l'Alleud,"€ 550,000",1 bedroom | 650 m² ,1 bedroom,No,Semi equipped,Good,600 m² ,No
House for sale,2000 — Antwerp,"€ 550,000",4 bedrooms | 202 m² ,4 bedrooms,No,Hyper equipped,To renovate,600 m² ,No
House for sale,Koningin Astridlaan 207,"€ 565,000",4 bedrooms | 270 m² ,4 bedrooms,Yes,Hyper equipped,To renovate,600 m² ,No
Apartment block for sale,1080 — Molenbeek-St-Jean,"€ 572,000",4 bedrooms | 484 m² ,4 bedrooms,Yes,Not installed,To renovate,600 m² ,No
Mixed-use building for sale,Octave de Kerchove d'Exaerdestraat 31,"€ 575,000",6 bedrooms | 358 m² ,6 bedrooms,No,Not installed,To renovate,600 m² ,No
Apartment block for sale,9030 — Mariakerke,"€ 575,000",6 bedrooms | 570 m² ,6 bedrooms,No,Installed,To restore,600 m² ,No
House for sale,6700 — HEINSCH,"€ 580,000",6 bedrooms | 380 m² ,6 bedrooms,No,Installed,Good,600 m² ,No
House for sale,Burgemeester Lemmensstraat 11,"€ 580,000",4 bedrooms | 402 m² ,4 bedrooms,No,Installed,To be done up,600 m² ,No
Villa for sale,1410 — Waterloo,"€ 585,000",4 bedrooms | 166 m² ,4 bedrooms,No,Installed,To be done up,600 m² ,No
Villa for sale,Route de Hamoir 1,"€ 589,000",4 bedrooms | 374 m² ,4 bedrooms,No,Installed,Good,600 m² ,No
Apartment block for sale,5000 — Namur,"€ 590,000",9 bedrooms | 165 m² ,9 bedrooms,Yes,Semi equipped,Good,600 m² ,No
Villa for sale,Olmendreef 17,"€ 595,000",4 bedrooms | 246 m² ,4 bedrooms,Yes,Installed,Good,600 m² ,No
House for sale,"Tieltstraat 2,","€ 595,000",3 bedrooms | 191 m² ,3 bedrooms,No,Installed,Good,875 m² ,No
House for sale,Hertevoetweg 6,"€ 599,000",7 bedrooms | 335 m² ,7 bedrooms,No,USA hyper equipped,To be done up,875 m² ,No
House for sale,Dendermondse Steenweg 51,"€ 599,000",3 bedrooms,3 bedrooms,No,USA hyper equipped,As new,875 m² ,No
Villa for sale,1440 — Braine-le-Chateau,"€ 600,000",4 bedrooms | 325 m² ,4 bedrooms,No,Installed,Good,875 m² ,No
Villa for sale,Linkebeek 72,"€ 625,000",4 bedrooms | 303 m² ,4 bedrooms,No,Hyper equipped,As new,875 m² ,No
Mixed-use building for sale,Brusselbaan 35,"€ 625,000",4 bedrooms,4 bedrooms,No,Hyper equipped,To be done up,8336 m² ,No
Villa for sale,Brusselbaan 35,"€ 625,000",4 bedrooms,4 bedrooms,No,Hyper equipped,To be done up,8336 m² ,No
House for sale,Meikeverstraat 14,"€ 649,000",3 bedrooms | 281 m² ,3 bedrooms,No,Installed,Good,1 m² square meter,No
House for sale,1300 — Limal (Wavre),"€ 650,000",4 bedrooms | 220 m² ,4 bedrooms,No,USA hyper equipped,As new,1 m² square meter,No
House for sale,1970 — Wezembeek-Oppem,"€ 665,000",3 bedrooms,3 bedrooms,No,Semi equipped,Good,1 m² square meter,No
House for sale,5000 — Namur,"€ 679,000",5 bedrooms | 450 m² ,5 bedrooms,No,Semi equipped,To renovate,1 m² square meter,No
Apartment block for sale,5000 — Namur,"€ 679,000",5 bedrooms | 450 m² ,5 bedrooms,No,Semi equipped,To renovate,1 m² square meter,No
Manor house for sale,9420 — AAIGEM,"€ 695,000",3 bedrooms,3 bedrooms,No,Installed,Good,1 m² square meter,No
Farmhouse for sale,Vechmaallaan 64,"€ 699,000",9 bedrooms | 2000 m² ,9 bedrooms,Yes,Installed,As new,1 m² square meter,No
Mixed-use building for sale,Statiestraat 34,"€ 720,000",6 bedrooms | 320 m² ,6 bedrooms,No,Installed,As new,1 m² square meter,No
House for sale,"Grote Steenweg 70,","€ 749,000",4 bedrooms | 422 m² ,4 bedrooms,No,Installed,Good,1 m² square meter,No
Villa for sale,Markegemstraat 103,"€ 750,000",4 bedrooms | 347 m² ,4 bedrooms,No,Installed,As new,1 m² square meter,No
House for sale,1348 — Ottignies-Louvain-la-Neuve,"€ 765,000",6 bedrooms | 265 m² ,6 bedrooms,No,USA hyper equipped,Good,1 m² square meter,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,USA hyper equipped,As new,1 m² square meter,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,1 m² square meter,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,1 m² square meter,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,1 m² square meter,Yes
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,1 m² square meter,Yes
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,1 m² square meter,Yes
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,1 m² square meter,Yes
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,1 m² square meter,Yes
Mansion for sale,9600 — Ronse,"€ 785,000",8 bedrooms | 492 m² ,8 bedrooms,No,Installed,Good,270 m² ,Yes
Mansion for sale,9600 — Ronse,"€ 785,000",8 bedrooms | 492 m² ,8 bedrooms,No,Installed,Good,270 m² ,Yes
House for sale,1330 — Rixensart,"€ 795,000",4 bedrooms | 280 m² ,4 bedrooms,No,Installed,As new,270 m² ,No
House for sale,Markgravelei 179,"€ 810,000",5 bedrooms | 301 m² ,5 bedrooms,No,Installed,As new,25 m² ,No
Mixed-use building for sale,Beauduinstraat 20-22,"€ 849,000",9 bedrooms | 850 m² ,9 bedrooms,No,Installed,Good,25 m² ,No
Villa for sale,6630 — Martelange,"€ 850,000",4 bedrooms | 339 m² ,4 bedrooms,No,Installed,As new,25 m² ,No
Apartment block for sale,Rue de Nazareth 10-12-14,"€ 895,000",9 bedrooms,9 bedrooms,No,Not installed,Good,25 m² ,No
Mixed-use building for sale,9030 — Mariakerke,"€ 900,000",6 bedrooms | 570 m² ,6 bedrooms,No,Installed,To restore,25 m² ,No
Apartment block for sale,9030 — Mariakerke,"€ 900,000",6 bedrooms | 570 m² ,6 bedrooms,No,Installed,To restore,25 m² ,No
House for sale,3110 — Rotselaar,"€ 915,000",5 bedrooms | 407 m² ,5 bedrooms,No,Hyper equipped,As new,25 m² ,No
House for sale,2000 — Antwerp,"€ 935,000",5 bedrooms | 254 m² ,5 bedrooms,No,USA hyper equipped,As new,25 m² ,Yes
Villa for sale,Brasschaatsesteenweg 159,"€ 935,000",5 bedrooms | 388 m² ,5 bedrooms,No,Hyper equipped,As new,25 m² ,Yes
Exceptional property for sale,1070 — Anderlecht,"€ 980,000",7 bedrooms | 236 m² ,7 bedrooms,No,Hyper equipped,To be done up,25 m² ,No
Mixed-use building for sale,Broodstraat 23,"€ 980,000",4 bedrooms | 553 m² ,4 bedrooms,No,Hyper equipped,As new,25 m² ,No
House for sale,Broodstraat 23,"€ 980,000",4 bedrooms | 553 m² ,4 bedrooms,No,Hyper equipped,As new,25 m² ,No
House for sale,8301 — Knokke-Heist,"€ 995,000",6 bedrooms | 215 m² ,6 bedrooms,No,Semi equipped,As new,25 m² ,No
Exceptional property for sale,2000 — Antwerp,"€ 1,050",2 bedrooms | 211 m² ,2 bedrooms,No,USA hyper equipped,As new,25 m² ,Yes
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,USA hyper equipped,As new,25 m² ,Yes
Farmhouse for sale,Meves 2/4,"€ 1,150",7 bedrooms,7 bedrooms,No,Installed,Good,2400 m² ,Yes
House for sale,Hazegrasstraat 48,"€ 1,190",4 bedrooms | 180 m² ,4 bedrooms,No,Hyper equipped,As new,2400 m² ,Yes
House for sale,Gulden-Vliesstraat 9,"€ 1,245",5 bedrooms | 278 m² ,5 bedrooms,No,Installed,As new,2400 m² ,Yes
Farmhouse for sale,1470 — Bousval,"€ 1,500",6 bedrooms | 341 m² ,6 bedrooms,No,Installed,As new,2400 m² ,No
House for sale,1380 — Lasne Ohain,"€ 1,750",4 bedrooms | 311 m² ,4 bedrooms,No,Hyper equipped,As new,2400 m² ,No
Villa for sale,8301 — KNOKKE,"€ 1,775",8 bedrooms | 270 m² ,8 bedrooms,No,Installed,Just renovated,2400 m² ,No
Apartment block for sale,Rue de Livourne 31,"€ 1,945",7 bedrooms | 570 m² ,7 bedrooms,No,Installed,Good,2400 m² ,No
Villa for sale,Bergstraat 20,"€ 2,200",10 bedrooms | 527 m² ,10 bedrooms,No,Hyper equipped,As new,2400 m² ,No
Villa for sale,1640 — RHODE-SAINT-GENESE,"€ 2,280",5 bedrooms | 390 m² ,5 bedrooms,No,Hyper equipped,As new,2400 m² ,No
Exceptional property for sale,2018 — Antwerp,"€ 2,800",6 bedrooms | 910 m² ,6 bedrooms,No,USA hyper equipped,As new,2400 m² ,Yes
Exceptional property for sale,1640 — Rhode-Saint-Genèse,"€ 3,250",5 bedrooms | 545 m² ,5 bedrooms,No,USA hyper equipped,As new,1800 m² ,No
Mansion for sale,2000 — Antwerp,"€ 3,400",8 bedrooms | 725 m² ,8 bedrooms,No,USA hyper equipped,As new,1800 m² ,Yes
Villa for sale,Zeedijk 35,"€ 3,495",5 bedrooms | 325 m² ,5 bedrooms,No,Hyper equipped,As new,1800 m² ,No
Villa for sale,1180 — Uccle,"€ 3,900",5 bedrooms | 650 m² ,5 bedrooms,No,Installed,Good,1800 m² ,No
Castle for sale,3090 — Overijse,"€ 9,500",7 bedrooms | 1100 m² ,7 bedrooms,No,Hyper equipped,Good,1800 m² ,Yes
Mixed-use building for sale,Gauwstraat 11 Box 8,"€ 142,000",2 bedrooms | 84 m² ,2 bedrooms,No,Installed,Good,1800 m² ,Yes
House for sale,"Fabriekstraat 15,","€ 255,000",4 bedrooms | 173 m² ,4 bedrooms,No,Installed,Good,1800 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112A,"€ 269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,656 m² ,Yes
House for sale,Rue &#201;mile Vandervelde 112,"€ 269,000",3 bedrooms | 134 m² ,3 bedrooms,No,Installed,Good,601 m² ,Yes
House for sale,7850 — Enghien,"€ 310,000",5 bedrooms | 200 m² ,5 bedrooms,No,Installed,As new,190 m² ,Yes
House for sale,6700 — Arlon,"€ 395,000",4 bedrooms | 160 m² ,4 bedrooms,No,Installed,As new,190 m² ,Yes
Villa for sale,Rue Commandant Ramoisiaux,"€ 430,000",3 bedrooms | 160 m² ,3 bedrooms,No,Hyper equipped,As new,190 m² ,Yes
House for sale,1200 — Woluwe-Saint-Lambert,"€ 790,000",4 bedrooms | 278 m² ,4 bedrooms,No,USA hyper equipped,As new,25 m² ,No
Villa for sale,1970 — Wezembeek-Oppem,"€ 1,085",3 bedrooms | 150 m² ,3 bedrooms,No,USA hyper equipped,As new,500 m² ,No
Mixed-use building for sale,Leestjesstraat 13,"€ 1,700",10 bedrooms | 899 m² ,10 bedrooms,No,USA hyper equipped,As new,500 m² ,No
House for sale,Korte Zavelstraat 31 Box 1,"€ 180,000",2 bedrooms | 75 m² ,2 bedrooms,No,Installed,Just renovated,500 m² ,No
House for sale,"Ma?¯straat 66,","€ 299,500",5 bedrooms | 180 m² ,5 bedrooms,No,Semi equipped,To renovate,500 m² ,No
House for sale,Marie Van Heterenplein 14,"€ 399,000",4 bedrooms | 155 m² ,4 bedrooms,No,Hyper equipped,As new,500 m² ,No
House for sale,"Jan Breydellaan 3,a","€ 479,000",4 bedrooms | 260 m² ,4 bedrooms,No,Hyper equipped,Good,500 m² ,No
House for sale,"Jan Breydellaan 3,a","€ 479,000",4 bedrooms | 260 m² ,4 bedrooms,No,Hyper equipped,Good,500 m² ,No
House for sale,7301 — Hornu,"€ 100,000",2 bedrooms | 131 m² ,2 bedrooms,No,Hyper equipped,To be done up,500 m² ,No
House for sale,Vijfde Liniestraat 116,"€ 170,000",3 bedrooms,3 bedrooms,No,Hyper equipped,To be done up,500 m² ,No
House for sale,Hageveld 11,"€ 235,000",2 bedrooms | 90 m² ,2 bedrooms,No,Hyper equipped,Good,500 m² ,No
House for sale,Hageveld 11,"€ 235,000",2 bedrooms | 90 m² ,2 bedrooms,No,Hyper equipped,Good,500 m² ,No
Villa for sale,Hameau de la Neuville 27 Box C,"€ 269,000",3 bedrooms | 155 m² ,3 bedrooms,No,Not installed,Good,500 m² ,No
House for sale,Rue Albert et Louis Curvers 30,"€ 349,000",5 bedrooms | 234 m² ,5 bedrooms,No,Not installed,To renovate,550 m² ,No
Villa for sale,Snellegemstraat 2A,"€ 1,145",5 bedrooms | 441 m² ,5 bedrooms,No,Not installed,As new,550 m² ,No
Bouwgronden en nieuwe won,Beukenpark 30,"€ 171,563",3 bedrooms,3 bedrooms,No,Not installed,As new,550 m² ,No
House for sale,Rue des Quatorze-Verges 6,"€ 160,000",4 bedrooms | 125 m² ,4 bedrooms,No,Installed,To be done up,550 m² ,No
House for sale,Rue de Fexhe 38 Box B,"€ 279,000",3 bedrooms | 142 m² ,3 bedrooms,No,Installed,Just renovated,550 m² ,No
House for sale,Rue de Fexhe 38 Box B,"€ 295,000",4 bedrooms | 192 m² ,4 bedrooms,No,Installed,Just renovated,550 m² ,No
House for sale,Marksesteenweg 118,"€ 302,250",4 bedrooms | 123 m² ,4 bedrooms,No,Hyper equipped,As new,550 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Hyper equipped,As new,550 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,550 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,550 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,550 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,550 m² ,Yes
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,550 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,550 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,550 m² ,Yes
House for sale,Muysertstraat 3,"€ 317,758",3 bedrooms | 153 m² ,3 bedrooms,No,Installed,As new,550 m² ,Yes
House for sale,Nieuwelangestraat 101,"€ 319,000",3 bedrooms | 122 m² ,3 bedrooms,No,Installed,As new,74 m² ,No
House for sale,Paddenhoek 18 Box b,"€ 375,000",3 bedrooms | 200 m² ,3 bedrooms,No,Hyper equipped,As new,74 m² ,No
House for sale,Vrijgoed,"€ 438,000",3 bedrooms | 177 m² ,3 bedrooms,No,Hyper equipped,As new,74 m² ,No
House for sale,1380 — Lasne Ohain,"€ 1,450",7 bedrooms | 420 m² ,7 bedrooms,No,USA hyper equipped,As new,74 m² ,Yes
House for sale,8530 — Harelbeke,"€ 129,000",2 bedrooms | 87 m² ,2 bedrooms,No,Installed,To be done up,74 m² ,Yes
House for sale,"Eeckelstraat 41,","€ 410,000",4 bedrooms | 242 m² ,4 bedrooms,No,Installed,Good,74 m² ,No
House for sale,H.-Geestmolenstraat 80,"€ 175,000",2 bedrooms | 77 m² ,2 bedrooms,No,Installed,Good,74 m² ,No
House for sale,7900 — Leuze-En-Hainaut,"€ 240,000",3 bedrooms | 144 m² ,3 bedrooms,No,Installed,Good,74 m² ,No
House for sale,Diependale 67,"€ 249,000",3 bedrooms | 127 m² ,3 bedrooms,No,Installed,As new,74 m² ,No
Mixed-use building for sale,Molenstraat 71,"€ 325,000",3 bedrooms | 230 m² ,3 bedrooms,No,Installed,To be done up,74 m² ,No
Mixed-use building for sale,1490 — COURT-SAINT-?TIENNE,"€ 360,000",2 bedrooms | 166 m² ,2 bedrooms,Yes,Not installed,Just renovated,74 m² ,No
Mansion for sale,Baantje 6,"€ 775,000",4 bedrooms | 363 m² ,4 bedrooms,No,Hyper equipped,As new,74 m² ,No
House for sale,Antwerpsesteenweg 7,"€ 1,550",9 bedrooms | 389 m² ,9 bedrooms,No,Hyper equipped,Good,74 m² ,No
House for sale,rue de la gare 20,"€ 159,000",3 bedrooms | 150 m² ,3 bedrooms,No,Hyper equipped,To renovate,1000 m² ,No
House for sale,Waregemstraat 144,"€ 330,000",4 bedrooms | 180 m² ,4 bedrooms,No,Hyper equipped,Just renovated,130 m² ,No
House for sale,Kapellestraat 39,"€ 399,000",4 bedrooms | 192 m² ,4 bedrooms,No,Installed,As new,130 m² ,No
Villa for sale,Mezenstraat 5,"€ 400,000",4 bedrooms | 207 m² ,4 bedrooms,No,Installed,Just renovated,130 m² ,No
Villa for sale,Astridlaan 4,"€ 465,000",3 bedrooms,3 bedrooms,No,Installed,To renovate,130 m² ,No
House for sale,7712 — Herseaux,"€ 289,000",5 bedrooms | 156 m² ,5 bedrooms,No,Installed,As new,340 m² ,No
House for sale,Bruggestraat 194,"€ 648,000",4 bedrooms | 280 m² ,4 bedrooms,No,Installed,As new,340 m² ,No
Apartment block for sale,Koningin Astridplein 28,"€ 1,900",21 bedrooms | 1075 m² ,21 bedrooms,No,Installed,Good,340 m² ,No
House for sale,Rue d'Auvelais 112,"€ 225,000",3 bedrooms | 110 m² ,3 bedrooms,No,Installed,Good,340 m² ,No
House for sale,"Robert Vandammestraat 30,","€ 275,000",246 m² ,1 bathroom,No,Installed,Good,160 m² ,No
House for sale,Eikestraat 40/b,"€ 280,000",3 bedrooms | 125 m² ,3 bedrooms,No,Installed,As new,420 m² ,No
House for sale,"Spechtenstraat 16,","€ 353,000",3 bedrooms | 147 m² ,3 bedrooms,No,Installed,As new,420 m² ,No
Villa for sale,Rue Grande 133,"€ 409,000",4 bedrooms | 220 m² ,4 bedrooms,No,Not installed,As new,420 m² ,No
Other properties for sale,Rue Grande 133,"€ 409,000",4 bedrooms | 220 m² ,4 bedrooms,No,Not installed,As new,420 m² ,No
House for sale,Rue Saint-Jacques 33,"€ 145,000",3 bedrooms | 149 m² ,3 bedrooms,No,Not installed,To renovate,420 m² ,No
House for sale,Nieuwstraat 49 Box 32,"€ 199,000",2 bedrooms | 120 m² ,2 bedrooms,No,Installed,As new,420 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,420 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,420 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,420 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,420 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,420 m² ,Yes
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,420 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,420 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,420 m² ,Yes
House for sale,Rue du Pont 16,"€ 235,000",3 bedrooms,3 bedrooms,No,Semi equipped,To renovate,420 m² ,No
House for sale,1380 — Lasne,"€ 395,000",3 bedrooms | 160 m² ,3 bedrooms,No,Semi equipped,To renovate,420 m² ,No
House for sale,Melkbos 34,"€ 419,000",4 bedrooms | 258 m² ,4 bedrooms,No,Installed,As new,420 m² ,No
House for sale,Melkbos 34,"€ 419,000",4 bedrooms | 258 m² ,4 bedrooms,No,Installed,As new,420 m² ,No
House for sale,"Gebroeders Van Eyckstraat 34,","€ 575,000",3 bedrooms | 160 m² ,3 bedrooms,No,Installed,Good,420 m² ,No
Mansion for sale,"Koningin Astridlaan 12,","€ 785,000",6 bedrooms | 492 m² ,6 bedrooms,No,Installed,Good,420 m² ,No
House for sale,Fabriekstraat 36,"€ 392,110",2 bedrooms | 160 m² ,2 bedrooms,No,Hyper equipped,Good,35 m² ,No
Nieuwbouwwoningen in het centrum van Kachtem,Rumbeeksestraat 35-39,"€ 281,500",3 bedrooms | 127 - 134 m² ,3 bedrooms,No,Hyper equipped,Good,35 m² ,No
House for sale,Rue Edgard Doneux 48,"€ 159,000",3 bedrooms | 115 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
Apartment block for sale,Rue de la Glaciere 92,"€ 189,500",7 bedrooms | 216 m² ,7 bedrooms,No,Not installed,Good,50 m² ,No
Mixed-use building for sale,Oostendestraat 25,"€ 190,000",3 bedrooms | 225 m² ,3 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,Oostrozebekestraat 23,"€ 208,000",3 bedrooms | 219 m² ,3 bedrooms,No,Not installed,As new,50 m² ,No
House for sale,Baleunisstraat 66,"€ 250,000",3 bedrooms | 155 m² ,3 bedrooms,No,Not installed,As new,50 m² ,No
Bungalow for sale,Ledigheid 17,"€ 299,000",3 bedrooms | 132 m² ,3 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,3130 — Begijnendijk,"€ 349,000",3 bedrooms | 180 m² ,3 bedrooms,No,Hyper equipped,Good,50 m² ,No
Villa for sale,Zilversparrenstraat 15,"€ 499,000",5 bedrooms | 234 m² ,5 bedrooms,No,USA hyper equipped,As new,50 m² ,No
House for sale,Pepersstraat 24,"€ 649,000",4 bedrooms | 124 m² ,4 bedrooms,No,Hyper equipped,Just renovated,50 m² ,No
House for sale,"Kervyndreef 1,","€ 449,000",3 bedrooms | 130 m² ,3 bedrooms,No,Hyper equipped,Good,50 m² ,No
House for sale,Parklaan 7,"€ 116,000",3 bedrooms | 107 m² ,3 bedrooms,No,Hyper equipped,Good,50 m² ,No
House for sale,rue Saint-Hubert 48,"€ 175,000",3 bedrooms | 135 m² ,3 bedrooms,No,Hyper equipped,Good,50 m² ,No
House for sale,5580 — Rochefort,"€ 269,000",5 bedrooms | 239 m² ,5 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Vissersstraat 14,"€ 388,000",3 bedrooms | 159 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Vissersstraat 14,"€ 392,000",3 bedrooms | 166 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue de la Favette 31 Box A,"€ 65,000",2 bedrooms | 73 m² ,2 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,Rue des Grands-Pres 313,"€ 79,500",3 bedrooms | 85 m² ,3 bedrooms,No,Not installed,To renovate,50 m² ,No
House for sale,"Stationsstraat 107,","€ 365,000",4 bedrooms | 189 m² ,4 bedrooms,No,Not installed,Good,50 m² ,No
House for sale,"Kronestraat 22,","€ 395,000",3 bedrooms | 118 m² ,3 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue Pirka 24,"€ 20,000",2 bedrooms | 104 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,Rue Emile-Vandervelde 300,"€ 30,000",2 bedrooms | 153 m² ,2 bedrooms,No,Installed,Good,50 m² ,No
House for sale,5020 — Malonne,"€ 40,000",1 bedroom | 90 m² ,1 bedroom,No,Installed,Good,50 m² ,No
Villa for sale,Villa aan de Leie 1000 Box C,"€ 1,100",3 bedrooms | 260 m² ,3 bedrooms,No,Installed,As new,50 m² ,Yes
Apartment for sale,8500 — Kortrijk,"€ 197,500",2 bedrooms,2 bedrooms,No,Installed,Just renovated,50 m² ,Yes
Apartment for sale,Avenue Houba de Strooper 66,"€ 329,000",3 bedrooms | 107 m² ,3 bedrooms,No,Installed,Good,50 m² ,Yes
Ground floor for sale,Pastoor Frederickxstraat 44,"€ 235,000",3 bedrooms | 104 m² ,3 bedrooms,No,Installed,To be done up,50 m² ,Yes
Duplex for sale,Nieuwstraat 99/0201,"€ 310,000",2 bedrooms | 115 m² ,2 bedrooms,No,Installed,As new,50 m² ,Yes
House for sale,Bremstraat 3,"€ 275,000",3 bedrooms | 172 m² ,3 bedrooms,No,Semi equipped,Good,50 m² ,Yes
House for sale,Olmsebaan 6-8-10,"€ 310,000",7 bedrooms,7 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,Jozef van Gorpstraat 13a,"€ 369,000",2 bedrooms | 170 m² ,2 bedrooms,No,Semi equipped,Good,50 m² ,Yes
House for sale,7300 — Boussu,"€ 70,000",2 bedrooms | 91 m² ,2 bedrooms,No,Semi equipped,To be done up,50 m² ,Yes
House for sale,7340 — Paturages,"€ 85,000",2 bedrooms | 119 m² ,2 bedrooms,No,Semi equipped,To be done up,50 m² ,Yes
House for sale,7390 — Wasmuel,"€ 85,000",3 bedrooms | 166 m² ,3 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
House for sale,7301 — Hornu,"€ 95,000",3 bedrooms | 136 m² ,3 bedrooms,No,Semi equipped,To renovate,50 m² ,Yes
